plate	gene	heat95	minutes	plateRemark	well	absBlue	absYellow
CP00014	N	NA	30		D12	1.4414	0.9618
CP00014	N	NA	30		E1	1.5089	1.092
CP00014	N	NA	30		E2	1.3233	1.6242
CP00014	N	NA	30		E3	1.2579	1.5574
CP00014	N	NA	30		E4	1.2767	1.5652
CP00014	N	NA	30		E5	1.241	1.5301
CP00014	N	NA	30		E6	1.2506	1.5268
CP00014	N	NA	30		E7	1.1954	1.4631
CP00014	N	NA	30		E8	1.4486	1.019
CP00014	N	NA	30		E9	1.1772	1.4453
CP00014	N	NA	30		E10	1.295	1.5741
CP00014	N	NA	30		E11	1.1506	1.4132
CP00014	N	NA	30		E12	1.4636	1.0064
CP00014	N	NA	30		F1	1.3083	1.6161
CP00014	N	NA	30		F2	0.4294	0.3864
CP00014	N	NA	30		F3	0.4067	0.3611
CP00014	N	NA	30		F4	0.4198	0.3689
CP00014	N	NA	30		F5	0.4371	0.3844
CP00014	N	NA	30		F6	0.4279	0.3724
CP00014	N	NA	30		F7	0.3953	0.3431
CP00014	N	NA	30		F8	0.3543	0.3035
CP00014	N	NA	30		F9	0.3858	0.3321
CP00014	N	NA	30		F10	0.4006	0.3487
CP00014	N	NA	30		F11	0.4226	0.3739
CP00014	N	NA	30		F12	0.4545	0.4027
CP00014	N	NA	30		G1	0.4781	0.4353
CP00014	N	NA	30		G2	0.4294	0.3866
CP00014	N	NA	30		G3	0.4513	0.4063
CP00014	N	NA	30		G4	0.4385	0.3944
CP00014	N	NA	30		G5	0.402	0.3583
CP00014	N	NA	30		G6	0.411	0.367
CP00014	N	NA	30		G7	0.3923	0.3431
CP00014	N	NA	30		G8	0.3754	0.328
CP00014	N	NA	30		G9	0.3558	0.3082
CP00014	N	NA	30		G10	0.4605	0.4091
CP00014	N	NA	30		G11	0.5485	0.4957
CP00014	N	NA	30		G12	0.4279	0.3798
CP00014	N	NA	30		H1	0.4781	0.4304
CP00014	N	NA	30		H2	0.4707	0.4201
CP00014	N	NA	30		H3	0.4226	0.3736
CP00014	N	NA	30		H4	0.4131	0.3652
CP00014	N	NA	30		H5	0.4195	0.3759
CP00014	N	NA	30		H6	0.4044	0.3581
CP00014	N	NA	30		H7	0.3934	0.3468
CP00014	N	NA	30		H8	0.3682	0.321
CP00014	N	NA	30		H9	0.3588	0.3079
CP00014	N	NA	30		H10	0.405	0.3524
CP00014	N	NA	30		H11	0.4901	0.4373
CP00014	N	NA	30		H12	0.4264	0.3711
CP00014	N	NA	40		A1	1.535	1.0204
CP00014	N	NA	40		A2	1.4697	1.0025
CP00014	N	NA	40		A3	1.3137	1.7309
CP00014	N	NA	40		A4	1.288	1.7324
CP00014	N	NA	40		A5	1.5036	1.1608
CP00014	N	NA	40		A6	1.3084	1.6202
CP00014	N	NA	40		A7	1.4348	1.0919
CP00014	N	NA	40		A8	1.5149	1.0231
CP00014	N	NA	40		A9	1.2281	1.585
CP00014	N	NA	40		A10	1.192	1.6094
CP00014	N	NA	40		A11	1.4682	1.0619
CP00014	N	NA	40		A12	1.5484	1.03
CP00014	N	NA	40		B1	1.4785	1.067
CP00014	N	NA	40		B2	1.4693	1.6049
CP00014	N	NA	40		B3	1.485	1.1576
CP00014	N	NA	40		B4	1.3416	1.7234
CP00014	N	NA	40		B5	1.5082	1.0491
CP00014	N	NA	40		B6	1.4006	1.522
CP00014	N	NA	40		B7	1.2449	1.6295
CP00014	N	NA	40		B8	1.4877	0.9941
CP00014	N	NA	40		B9	1.4264	1.1121
CP00014	N	NA	40		B10	1.4489	1.1394
CP00014	N	NA	40		B11	1.4319	1.0633
CP00014	N	NA	40		B12	1.5284	1.0339
CP00014	N	NA	40		C1	1.3432	1.7513
CP00014	N	NA	40		C2	1.3407	1.7316
CP00014	N	NA	40		C3	1.5056	1.17
CP00014	N	NA	40		C4	1.4468	1.0192
CP00014	N	NA	40		C5	1.4897	0.9954
CP00014	N	NA	40		C6	1.1912	1.5898
CP00014	N	NA	40		C7	1.4377	1.082
CP00014	N	NA	40		C8	1.4873	1.005
CP00014	N	NA	40		C9	1.3015	1.2395
CP00014	N	NA	40		C10	1.2679	1.6647
CP00014	N	NA	40		C11	1.2535	1.6074
CP00014	N	NA	40		C12	1.5279	1.0168
CP00014	N	NA	40		D1	1.4248	1.7937
CP00014	N	NA	40		D2	1.3436	1.7241
CP00014	N	NA	40		D3	1.2939	1.62
CP00014	N	NA	40		D4	1.4168	1.8034
CP00014	N	NA	40		D5	1.2759	1.6512
CP00014	N	NA	40		D6	1.3785	1.617
CP00014	N	NA	40		D7	1.241	1.5967
CP00014	N	NA	40		D8	1.508	0.9995
CP00014	N	NA	40		D9	1.2528	1.6274
CP00014	N	NA	40		D10	1.2743	1.6449
CP00014	N	NA	40		D11	1.286	1.6713
CP00014	N	NA	40		D12	1.5324	1.0156
CP00014	N	NA	40		E1	1.5419	1.0568
CP00014	N	NA	40		E2	1.41	1.7827
CP00014	N	NA	40		E3	1.3013	1.6817
CP00014	N	NA	40		E4	1.3587	1.7079
CP00014	N	NA	40		E5	1.2903	1.5468
CP00014	N	NA	40		E6	1.2821	1.6303
CP00014	N	NA	40		E7	1.2288	1.54
CP00014	N	NA	40		E8	1.5204	1.0257
CP00014	N	NA	40		E9	1.1985	1.5419
CP00014	N	NA	40		E10	1.3122	1.6686
CP00014	N	NA	40		E11	1.1748	1.505
CP00014	N	NA	40		E12	1.5367	1.0433
CP00014	N	NA	40		F1	1.4229	1.7927
CP00014	N	NA	40		F2	0.4227	0.3759
CP00014	N	NA	40		F3	0.3944	0.3459
CP00014	N	NA	40		F4	0.4117	0.3588
CP00014	N	NA	40		F5	0.4323	0.3793
CP00014	N	NA	40		F6	0.4354	0.379
CP00014	N	NA	40		F7	0.3983	0.3455
CP00014	N	NA	40		F8	0.3564	0.3052
CP00014	N	NA	40		F9	0.3896	0.3359
CP00014	N	NA	40		F10	0.407	0.355
CP00014	N	NA	40		F11	0.4246	0.3752
CP00014	N	NA	40		F12	0.4606	0.4073
CP00014	N	NA	40		G1	0.4627	0.4209
CP00014	N	NA	40		G2	0.4172	0.3723
CP00014	N	NA	40		G3	0.4366	0.3892
CP00014	N	NA	40		G4	0.4259	0.3789
CP00014	N	NA	40		G5	0.3968	0.3515
CP00014	N	NA	40		G6	0.4107	0.3658
CP00014	N	NA	40		G7	0.3863	0.3355
CP00014	N	NA	40		G8	0.3786	0.3298
CP00014	N	NA	40		G9	0.3516	0.3046
CP00014	N	NA	40		G10	0.4646	0.4125
CP00014	N	NA	40		G11	0.5455	0.4917
CP00014	N	NA	40		G12	0.435	0.3862
CP00014	N	NA	40		H1	0.4664	0.4211
CP00014	N	NA	40		H2	0.4583	0.4083
CP00014	N	NA	40		H3	0.4121	0.3643
CP00014	N	NA	40		H4	0.4082	0.3609
CP00014	N	NA	40		H5	0.4085	0.3663
CP00014	N	NA	40		H6	0.3968	0.3525
CP00014	N	NA	40		H7	0.3872	0.3414
CP00014	N	NA	40		H8	0.3649	0.3195
CP00014	N	NA	40		H9	0.3526	0.3038
CP00014	N	NA	40		H10	0.398	0.3466
CP00014	N	NA	40		H11	0.474	0.4217
CP00014	N	NA	40		H12	0.4411	0.3833
CP00015	N	NA	20		A1	1.1793	1.3836
CP00015	N	NA	20		A2	1.1782	1.3834
CP00015	N	NA	20		A3	1.172	1.3107
CP00015	N	NA	20		A4	1.1873	1.3676
CP00015	N	NA	20		A5	1.2419	1.3991
CP00015	N	NA	20		A6	1.2545	1.4324
CP00015	N	NA	20		A7	1.1867	1.3193
CP00015	N	NA	20		A8	1.2689	1.4162
CP00015	N	NA	20		A9	1.1525	1.3674
CP00015	N	NA	20		A10	1.1555	1.3186
CP00015	N	NA	20		A11	1.2769	1.428
CP00015	N	NA	20		A12	1.1894	1.3197
CP00015	N	NA	20		B1	1.2266	1.3939
CP00015	N	NA	20		B2	1.3009	1.4936
CP00015	N	NA	20		B3	1.0654	1.2616
CP00015	N	NA	20		B4	1.2532	1.4495
CP00015	N	NA	20		B5	1.3091	1.3993
CP00015	N	NA	20		B6	1.3286	1.5091
CP00015	N	NA	20		B7	1.2209	1.4023
CP00015	N	NA	20		B8	1.2148	1.4026
CP00015	N	NA	20		B9	1.1661	1.3369
CP00015	N	NA	20		B10	1.2028	1.3866
CP00015	N	NA	20		B11	1.1496	1.3495
CP00015	N	NA	20		B12	1.2939	1.4172
CP00015	N	NA	20		C1	1.1867	1.3813
CP00015	N	NA	20		C2	1.2463	1.4404
CP00015	N	NA	20		C3	1.239	1.4195
CP00015	N	NA	20		C4	1.245	1.4491
CP00015	N	NA	20		C5	1.2388	1.4828
CP00015	N	NA	20		C6	1.1103	1.3015
CP00015	N	NA	20		C7	1.2058	1.3907
CP00015	N	NA	20		C8	1.2364	1.4295
CP00015	N	NA	20		C9	1.1234	1.2978
CP00015	N	NA	20		C10	1.1197	1.3386
CP00015	N	NA	20		C11	1.1511	1.3
CP00015	N	NA	20		C12	1.1821	1.2958
CP00015	N	NA	20		D1	1.1312	1.3809
CP00015	N	NA	20		D2	1.2496	1.3942
CP00015	N	NA	20		D3	1.1632	1.3335
CP00015	N	NA	20		D4	1.2919	1.4956
CP00015	N	NA	20		D5	1.1621	1.3614
CP00015	N	NA	20		D6	1.2565	1.3861
CP00015	N	NA	20		D7	1.2187	1.373
CP00015	N	NA	20		D8	1.2609	1.3845
CP00015	N	NA	20		D9	1.2001	1.4028
CP00015	N	NA	20		D10	1.2203	1.3271
CP00015	N	NA	20		D11	1.2112	1.3264
CP00015	N	NA	20		D12	1.2213	1.3524
CP00015	N	NA	20		E1	1.2902	1.4628
CP00015	N	NA	20		E2	1.2395	1.4386
CP00015	N	NA	20		E3	1.339	1.5646
CP00015	N	NA	20		E4	1.2674	1.4793
CP00015	N	NA	20		E5	1.254	1.116
CP00015	N	NA	20		E6	1.2136	1.3755
CP00015	N	NA	20		E7	1.1906	1.3918
CP00015	N	NA	20		E8	1.2366	1.4058
CP00015	N	NA	20		E9	1.1606	1.3467
CP00015	N	NA	20		E10	1.2451	1.3756
CP00015	N	NA	20		E11	1.1486	1.2554
CP00015	N	NA	20		E12	1.2356	1.3307
CP00015	N	NA	20		F1	1.2697	1.4185
CP00015	N	NA	20		F2	1.1898	1.4053
CP00015	N	NA	20		F3	1.2788	1.4593
CP00015	N	NA	20		F4	1.2072	1.3953
CP00015	N	NA	20		F5	1.1945	1.3552
CP00015	N	NA	20		F6	1.1852	1.3753
CP00015	N	NA	20		F7	1.1828	1.348
CP00015	N	NA	20		F8	1.1898	1.3824
CP00015	N	NA	20		F9	1.2292	1.3615
CP00015	N	NA	20		F10	1.1527	1.3123
CP00015	N	NA	20		F11	1.2515	1.3757
CP00015	N	NA	20		F12	1.211	1.328
CP00015	N	NA	20		G1	1.309	1.5022
CP00015	N	NA	20		G2	1.2927	1.4839
CP00015	N	NA	20		G3	1.2988	1.5313
CP00015	N	NA	20		G4	1.2402	1.413
CP00015	N	NA	20		G5	1.2454	1.4449
CP00015	N	NA	20		G6	1.3397	1.4766
CP00015	N	NA	20		G7	1.2225	1.3702
CP00015	N	NA	20		G8	1.1581	1.2806
CP00015	N	NA	20		G9	1.2613	1.3875
CP00015	N	NA	20		G10	1.1836	1.3908
CP00015	N	NA	20		G11	1.1908	1.3205
CP00015	N	NA	20		G12	1.1824	1.3199
CP00015	N	NA	20		H1	1.3472	1.4956
CP00015	N	NA	20		H2	1.2664	1.4621
CP00015	N	NA	20		H3	1.2907	1.4784
CP00015	N	NA	20		H4	1.3429	1.5417
CP00015	N	NA	20		H5	1.4516	1.6029
CP00015	N	NA	20		H6	1.335	1.4578
CP00015	N	NA	20		H7	1.2889	1.4519
CP00015	N	NA	20		H8	1.3199	1.4349
CP00015	N	NA	20		H9	1.184	1.3241
CP00015	N	NA	20		H10	1.2577	1.4766
CP00015	N	NA	20		H11	1.2351	1.3346
CP00015	N	NA	20		H12	1.2063	1.3052
CP00015	N	NA	25		A1	1.2295	1.4081
CP00015	N	NA	25		A2	1.2257	1.3576
CP00015	N	NA	25		A3	1.2569	1.3116
CP00015	N	NA	25		A4	1.2603	1.3704
CP00015	N	NA	25		A5	1.2942	1.3768
CP00015	N	NA	25		A6	1.3018	1.3988
CP00015	N	NA	25		A7	1.2228	1.2859
CP00015	N	NA	25		A8	1.3271	1.3832
CP00015	N	NA	25		A9	1.1906	1.2792
CP00015	N	NA	25		A10	1.1869	1.2817
CP00015	N	NA	25		A11	1.3013	1.4361
CP00015	N	NA	25		A12	1.2398	1.3152
CP00015	N	NA	25		B1	1.3129	1.3985
CP00015	N	NA	25		B2	1.369	1.4773
CP00015	N	NA	25		B3	1.2973	1.4173
CP00015	N	NA	25		B4	1.3023	1.4133
CP00015	N	NA	25		B5	1.3569	1.3839
CP00015	N	NA	25		B6	1.3535	1.4462
CP00015	N	NA	25		B7	1.2424	1.342
CP00015	N	NA	25		B8	1.273	1.3652
CP00015	N	NA	25		B9	1.2033	1.291
CP00015	N	NA	25		B10	1.2434	1.3394
CP00015	N	NA	25		B11	1.1761	1.2836
CP00015	N	NA	25		B12	1.3273	1.4066
CP00015	N	NA	25		C1	1.2773	1.3883
CP00015	N	NA	25		C2	1.2809	1.4279
CP00015	N	NA	25		C3	1.3144	1.4117
CP00015	N	NA	25		C4	1.2803	1.4078
CP00015	N	NA	25		C5	1.2211	1.3656
CP00015	N	NA	25		C6	1.1654	1.2628
CP00015	N	NA	25		C7	1.2233	1.3362
CP00015	N	NA	25		C8	1.2823	1.3849
CP00015	N	NA	25		C9	1.1658	1.2677
CP00015	N	NA	25		C10	1.161	1.3119
CP00015	N	NA	25		C11	1.1941	1.264
CP00015	N	NA	25		C12	1.1943	1.2449
CP00015	N	NA	25		D1	1.3685	1.5333
CP00015	N	NA	25		D2	1.3044	1.3647
CP00015	N	NA	25		D3	1.2251	1.3194
CP00015	N	NA	25		D4	1.35	1.4587
CP00015	N	NA	25		D5	1.2269	1.3523
CP00015	N	NA	25		D6	1.2934	1.3463
CP00015	N	NA	25		D7	1.248	1.3238
CP00015	N	NA	25		D8	1.2875	1.3344
CP00015	N	NA	25		D9	1.2203	1.3342
CP00015	N	NA	25		D10	1.2277	1.2692
CP00015	N	NA	25		D11	1.2161	1.2622
CP00015	N	NA	25		D12	1.231	1.3204
CP00015	N	NA	25		E1	1.3472	1.4401
CP00015	N	NA	25		E2	1.3167	1.4156
CP00015	N	NA	25		E3	1.253	1.4008
CP00015	N	NA	25		E4	1.3266	1.4454
CP00015	N	NA	25		E5	1.3277	1.0011
CP00015	N	NA	25		E6	1.2426	1.3228
CP00015	N	NA	25		E7	1.1969	1.304
CP00015	N	NA	25		E8	1.2627	1.3478
CP00015	N	NA	25		E9	1.1815	1.2833
CP00015	N	NA	25		E10	1.2777	1.3416
CP00015	N	NA	25		E11	1.2278	1.2805
CP00015	N	NA	25		E12	1.3082	1.3384
CP00015	N	NA	25		F1	1.3016	1.375
CP00015	N	NA	25		F2	1.2191	1.3388
CP00015	N	NA	25		F3	1.3287	1.4231
CP00015	N	NA	25		F4	1.2395	1.3386
CP00015	N	NA	25		F5	1.2412	1.3118
CP00015	N	NA	25		F6	1.207	1.3049
CP00015	N	NA	25		F7	1.2077	1.2845
CP00015	N	NA	25		F8	1.2152	1.3062
CP00015	N	NA	25		F9	1.2557	1.3121
CP00015	N	NA	25		F10	1.2495	1.3274
CP00015	N	NA	25		F11	1.4404	1.4998
CP00015	N	NA	25		F12	1.5654	1.6084
CP00015	N	NA	25		G1	1.4043	1.5055
CP00015	N	NA	25		G2	1.3612	1.45
CP00015	N	NA	25		G3	1.3813	1.5028
CP00015	N	NA	25		G4	1.3031	1.3833
CP00015	N	NA	25		G5	1.2568	1.3609
CP00015	N	NA	25		G6	1.338	1.4096
CP00015	N	NA	25		G7	1.2595	1.317
CP00015	N	NA	25		G8	1.2042	1.2497
CP00015	N	NA	25		G9	1.2845	1.3339
CP00015	N	NA	25		G10	1.3392	1.441
CP00015	N	NA	25		G11	1.3397	1.3909
CP00015	N	NA	25		G12	1.2904	1.3832
CP00015	N	NA	25		H1	1.4004	1.462
CP00015	N	NA	25		H2	1.298	1.4243
CP00015	N	NA	25		H3	1.3283	1.4393
CP00015	N	NA	25		H4	1.3914	1.5013
CP00015	N	NA	25		H5	1.4564	1.5365
CP00015	N	NA	25		H6	1.3962	1.4565
CP00015	N	NA	25		H7	1.3106	1.4259
CP00015	N	NA	25		H8	1.3312	1.3683
CP00015	N	NA	25		H9	1.2124	1.2698
CP00015	N	NA	25		H10	1.3083	1.4217
CP00015	N	NA	25		H11	1.4992	1.5279
CP00015	N	NA	25		H12	1.271	1.2884
CP00015	N	NA	30		A1	1.1999	1.4112
CP00015	N	NA	30		A2	1.2092	1.3304
CP00015	N	NA	30		A3	1.2644	1.3256
CP00015	N	NA	30		A4	1.2642	1.3846
CP00015	N	NA	30		A5	1.2949	1.3856
CP00015	N	NA	30		A6	1.3039	1.4042
CP00015	N	NA	30		A7	1.2101	1.2781
CP00015	N	NA	30		A8	1.3187	1.3782
CP00015	N	NA	30		A9	1.2625	1.0343
CP00015	N	NA	30		A10	1.1812	1.2774
CP00015	N	NA	30		A11	1.3033	1.4643
CP00015	N	NA	30		A12	1.2393	1.3218
CP00015	N	NA	30		B1	1.326	1.4192
CP00015	N	NA	30		B2	1.3747	1.4838
CP00015	N	NA	30		B3	1.3005	1.4145
CP00015	N	NA	30		B4	1.3021	1.4141
CP00015	N	NA	30		B5	1.3602	1.3825
CP00015	N	NA	30		B6	1.3504	1.4518
CP00015	N	NA	30		B7	1.2302	1.3341
CP00015	N	NA	30		B8	1.2595	1.3533
CP00015	N	NA	30		B9	1.2012	1.2883
CP00015	N	NA	30		B10	1.2418	1.3382
CP00015	N	NA	30		B11	1.1802	1.2846
CP00015	N	NA	30		B12	1.3132	1.3736
CP00015	N	NA	30		C1	1.2893	1.4031
CP00015	N	NA	30		C2	1.2802	1.3906
CP00015	N	NA	30		C3	1.3272	1.4244
CP00015	N	NA	30		C4	1.2828	1.4209
CP00015	N	NA	30		C5	1.2053	1.337
CP00015	N	NA	30		C6	1.17	1.2705
CP00015	N	NA	30		C7	1.2195	1.3299
CP00015	N	NA	30		C8	1.2912	1.3914
CP00015	N	NA	30		C9	1.1704	1.2593
CP00015	N	NA	30		C10	1.1672	1.3312
CP00015	N	NA	30		C11	1.1953	1.2581
CP00015	N	NA	30		C12	1.1972	1.2518
CP00015	N	NA	30		D1	1.3708	1.548
CP00015	N	NA	30		D2	1.3094	1.3767
CP00015	N	NA	30		D3	1.2207	1.3168
CP00015	N	NA	30		D4	1.3513	1.4646
CP00015	N	NA	30		D5	1.2303	1.3239
CP00015	N	NA	30		D6	1.2967	1.357
CP00015	N	NA	30		D7	1.2534	1.3297
CP00015	N	NA	30		D8	1.2718	1.3268
CP00015	N	NA	30		D9	1.2097	1.3286
CP00015	N	NA	30		D10	1.2248000000000001	1.2714
CP00015	N	NA	30		D11	1.2107	1.258
CP00015	N	NA	30		D12	1.2284	1.3361
CP00015	N	NA	30		E1	1.3602	1.4493
CP00015	N	NA	30		E2	1.3325	1.4261
CP00015	N	NA	30		E3	1.2618	1.3942
CP00015	N	NA	30		E4	1.3368	1.4511
CP00015	N	NA	30		E5	1.3529	0.9723
CP00015	N	NA	30		E6	1.2517	1.331
CP00015	N	NA	30		E7	1.1979	1.2947
CP00015	N	NA	30		E8	1.2705	1.3568
CP00015	N	NA	30		E9	1.1906	1.2847
CP00015	N	NA	30		E10	1.2819	1.3426
CP00015	N	NA	30		E11	1.2298	1.2794
CP00015	N	NA	30		E12	1.2929	1.3251
CP00015	N	NA	30		F1	1.375	1.4497
CP00015	N	NA	30		F2	1.2308	1.3548
CP00015	N	NA	30		F3	1.325	1.424
CP00015	N	NA	30		F4	1.2337	1.3401
CP00015	N	NA	30		F5	1.2493	1.3269
CP00015	N	NA	30		F6	1.2173	1.3187
CP00015	N	NA	30		F7	1.2149	1.2979
CP00015	N	NA	30		F8	1.2131	1.3091
CP00015	N	NA	30		F9	1.2694	1.332
CP00015	N	NA	30		F10	1.251	1.3341
CP00015	N	NA	30		F11	1.4105	1.4732
CP00015	N	NA	30		F12	1.4895	1.5303
CP00015	N	NA	30		G1	1.4046	1.5083
CP00015	N	NA	30		G2	1.347	1.4452
CP00015	N	NA	30		G3	1.3785	1.5013
CP00015	N	NA	30		G4	1.3109	1.3977
CP00015	N	NA	30		G5	1.2652	1.3705
CP00015	N	NA	30		G6	1.3482	1.4267
CP00015	N	NA	30		G7	1.2707	1.3329
CP00015	N	NA	30		G8	1.2019	1.2471
CP00015	N	NA	30		G9	1.2789	1.3337
CP00015	N	NA	30		G10	1.3384	1.437
CP00015	N	NA	30		G11	1.373	1.4241
CP00015	N	NA	30		G12	1.2942	1.4058
CP00015	N	NA	30		H1	1.3955	1.4559
CP00015	N	NA	30		H2	1.3146	1.4547
CP00015	N	NA	30		H3	1.3212	1.4297
CP00015	N	NA	30		H4	1.3947	1.5341
CP00015	N	NA	30		H5	1.4539	1.5459
CP00015	N	NA	30		H6	1.4256	1.4777
CP00015	N	NA	30		H7	1.3171	1.4473
CP00015	N	NA	30		H8	1.339	1.3754
CP00015	N	NA	30		H9	1.2689	1.3259
CP00015	N	NA	30		H10	1.3589	1.4649
CP00015	N	NA	30		H11	1.6671	1.7057
CP00015	N	NA	30		H12	1.3587	1.3824
CP00015	N	NA	35		A1	1.2183	1.5065
CP00015	N	NA	35		A2	1.2264	1.4769
CP00015	N	NA	35		A3	1.2564	1.4425
CP00015	N	NA	35		A4	1.2484	1.5114
CP00015	N	NA	35		A5	1.279	1.5097
CP00015	N	NA	35		A6	1.2725	1.5318
CP00015	N	NA	35		A7	1.1887	1.3952
CP00015	N	NA	35		A8	1.2952	1.4889
CP00015	N	NA	35		A9	1.3231	0.9752
CP00015	N	NA	35		A10	1.1547	1.3859
CP00015	N	NA	35		A11	1.2766	1.5864
CP00015	N	NA	35		A12	1.2524	1.3343
CP00015	N	NA	35		B1	1.3	1.5152
CP00015	N	NA	35		B2	1.3364	1.5761
CP00015	N	NA	35		B3	1.2723	1.5298
CP00015	N	NA	35		B4	1.2706	1.5246
CP00015	N	NA	35		B5	1.3286	1.4746
CP00015	N	NA	35		B6	1.3117	1.5637
CP00015	N	NA	35		B7	1.1925	1.442
CP00015	N	NA	35		B8	1.2232	1.4679
CP00015	N	NA	35		B9	1.1642	1.3991
CP00015	N	NA	35		B10	1.2045	1.449
CP00015	N	NA	35		B11	1.1513	1.3928
CP00015	N	NA	35		B12	1.2988	1.4864
CP00015	N	NA	35		C1	1.2636	1.5108
CP00015	N	NA	35		C2	1.2559	1.5177
CP00015	N	NA	35		C3	1.2869	1.5269
CP00015	N	NA	35		C4	1.246	1.5255
CP00015	N	NA	35		C5	1.2155	1.3801
CP00015	N	NA	35		C6	1.1362	1.3774
CP00015	N	NA	35		C7	1.1767	1.4397
CP00015	N	NA	35		C8	1.2472	1.5007
CP00015	N	NA	35		C9	1.1369	1.3662
CP00015	N	NA	35		C10	1.1333	1.4418
CP00015	N	NA	35		C11	1.1728	1.3552
CP00015	N	NA	35		C12	1.1812	1.3483
CP00015	N	NA	35		D1	1.3596	1.6414
CP00015	N	NA	35		D2	1.2786	1.4689
CP00015	N	NA	35		D3	1.1949	1.4132
CP00015	N	NA	35		D4	1.3073	1.56
CP00015	N	NA	35		D5	1.1991	1.425
CP00015	N	NA	35		D6	1.2699	1.463
CP00015	N	NA	35		D7	1.2307	1.3958
CP00015	N	NA	35		D8	1.2303	1.4145
CP00015	N	NA	35		D9	1.1756	1.4231
CP00015	N	NA	35		D10	1.1954	1.3782
CP00015	N	NA	35		D11	1.1778	1.3598
CP00015	N	NA	35		D12	1.2001	1.4369
CP00015	N	NA	35		E1	1.3355	1.5459
CP00015	N	NA	35		E2	1.2994	1.5252
CP00015	N	NA	35		E3	1.2222	1.5036
CP00015	N	NA	35		E4	1.3013	1.557
CP00015	N	NA	35		E5	1.3931	0.9592
CP00015	N	NA	35		E6	1.219	1.4307
CP00015	N	NA	35		E7	1.1498	1.3728
CP00015	N	NA	35		E8	1.2289	1.446
CP00015	N	NA	35		E9	1.1494	1.3796
CP00015	N	NA	35		E10	1.2393	1.4367
CP00015	N	NA	35		E11	1.2016	1.3839
CP00015	N	NA	35		E12	1.2634	1.4003
CP00015	N	NA	35		F1	1.3334	1.4949
CP00015	N	NA	35		F2	1.2161	1.4381
CP00015	N	NA	35		F3	1.3032	1.5188
CP00015	N	NA	35		F4	1.2138	1.4369
CP00015	N	NA	35		F5	1.2217	1.4185
CP00015	N	NA	35		F6	1.1855	1.4165
CP00015	N	NA	35		F7	1.1889	1.3835
CP00015	N	NA	35		F8	1.1834	1.4034
CP00015	N	NA	35		F9	1.2216	1.4072
CP00015	N	NA	35		F10	1.2249	1.4363
CP00015	N	NA	35		F11	1.3832	1.5702
CP00015	N	NA	35		F12	1.4453	1.5975
CP00015	N	NA	35		G1	1.3789	1.5854
CP00015	N	NA	35		G2	1.3277	1.5213
CP00015	N	NA	35		G3	1.3464	1.5862
CP00015	N	NA	35		G4	1.283	1.4839
CP00015	N	NA	35		G5	1.2328	1.4586
CP00015	N	NA	35		G6	1.302	1.5055
CP00015	N	NA	35		G7	1.2309	1.4151
CP00015	N	NA	35		G8	1.2131	1.1907
CP00015	N	NA	35		G9	1.2457	1.4191
CP00015	N	NA	35		G10	1.2736	1.4903
CP00015	N	NA	35		G11	1.3125	1.4716
CP00015	N	NA	35		G12	1.2579	1.464
CP00015	N	NA	35		H1	1.3636	1.5038
CP00015	N	NA	35		H2	1.2875	1.5234
CP00015	N	NA	35		H3	1.2966	1.4934
CP00015	N	NA	35		H4	1.3729	1.6062
CP00015	N	NA	35		H5	1.4157	1.6138
CP00015	N	NA	35		H6	1.4066	1.4816
CP00015	N	NA	35		H7	1.2782	1.5271
CP00015	N	NA	35		H8	1.3078	1.4604
CP00015	N	NA	35		H9	1.2196	1.3823
CP00015	N	NA	35		H10	1.3053	1.5267
CP00015	N	NA	35		H11	1.7294	1.8691
CP00015	N	NA	35		H12	1.2965	1.4148
CP00015	N	NA	40		A1	1.2301	1.4582
CP00015	N	NA	40		A2	1.2653	1.4294
CP00015	N	NA	40		A3	1.2636	1.3792
CP00015	N	NA	40		A4	1.2534	1.4402
CP00015	N	NA	40		A5	1.2913	1.4344
CP00015	N	NA	40		A6	1.3252	1.4003
CP00015	N	NA	40		A7	1.2281	1.2769
CP00015	N	NA	40		A8	1.349	1.3425
CP00015	N	NA	40		A9	1.3729	0.9375
CP00015	N	NA	40		A10	1.1921	1.2928
CP00015	N	NA	40		A11	1.3236	1.4653
CP00015	N	NA	40		A12	1.356	1.0433
CP00015	N	NA	40		B1	1.3301	1.4019
CP00015	N	NA	40		B2	1.3526	1.5389
CP00015	N	NA	40		B3	1.2909	1.4732
CP00015	N	NA	40		B4	1.3103	1.4085
CP00015	N	NA	40		B5	1.3495	1.4303
CP00015	N	NA	40		B6	1.3458	1.4585
CP00015	N	NA	40		B7	1.2471	1.322
CP00015	N	NA	40		B8	1.2743	1.3392
CP00015	N	NA	40		B9	1.1893	1.3374
CP00015	N	NA	40		B10	1.2471	1.3248
CP00015	N	NA	40		B11	1.2654	1.0579
CP00015	N	NA	40		B12	1.3483	1.3678
CP00015	N	NA	40		C1	1.2866	1.3826
CP00015	N	NA	40		C2	1.2749	1.4448
CP00015	N	NA	40		C3	1.3207	1.4009
CP00015	N	NA	40		C4	1.3027	1.3806
CP00015	N	NA	40		C5	1.3128	1.0232
CP00015	N	NA	40		C6	1.1729	1.2436
CP00015	N	NA	40		C7	1.231	1.3054
CP00015	N	NA	40		C8	1.2979	1.3627
CP00015	N	NA	40		C9	1.1574	1.3239
