plate	gene	heat95	minutes	plateRemark	well	absBlue	absYellow
CP00019	N	NA	40	Viro_5ul	A1	0.9538999795913696	0.9624000191688538
CP00019	N	NA	40	Viro_5ul	A2	0.9732000231742859	0.9782999753952026
CP00019	N	NA	40	Viro_5ul	A3	0.9340999722480774	0.9284999966621399
CP00019	N	NA	40	Viro_5ul	A4	0.9225999712944031	0.9257000088691711
CP00019	N	NA	40	Viro_5ul	A5	1.1704000234603882	0.720300018787384
CP00019	N	NA	40	Viro_5ul	A6	0.9696999788284302	0.958899974822998
CP00019	N	NA	40	Viro_5ul	A7	1.1337000131607056	0.7049999833106995
CP00019	N	NA	40	Viro_5ul	A8	0.9721999764442444	0.9965999722480774
CP00019	N	NA	40	Viro_5ul	A9	0.9577000141143799	0.9695000052452087
CP00019	N	NA	40	Viro_5ul	A10	1.2619999647140503	0.824400007724762
CP00019	N	NA	40	Viro_5ul	A11	0.9879000186920166	1.0185999870300293
CP00019	N	NA	40	Viro_5ul	A12	1.235700011253357	0.7980999946594238
CP00019	N	NA	40	Viro_5ul	B1	0.9236999750137329	0.9311000108718872
CP00019	N	NA	40	Viro_5ul	B2	1.1871999502182007	0.758400022983551
CP00019	N	NA	40	Viro_5ul	B3	0.9764000177383423	0.9312999844551086
CP00019	N	NA	40	Viro_5ul	B4	0.9653000235557556	0.925000011920929
CP00019	N	NA	40	Viro_5ul	B5	1.0109000205993652	0.9649999737739563
CP00019	N	NA	40	Viro_5ul	B6	1.1759999990463257	0.7372999787330627
CP00019	N	NA	40	Viro_5ul	B7	0.9473999738693237	0.926800012588501
CP00019	N	NA	40	Viro_5ul	B8	1.2373000383377075	0.8191999793052673
CP00019	N	NA	40	Viro_5ul	B9	1.207200050354004	0.788100004196167
CP00019	N	NA	40	Viro_5ul	B10	1.257599949836731	0.8458999991416931
CP00019	N	NA	40	Viro_5ul	B11	1.2095999717712402	0.7965999841690063
CP00019	N	NA	40	Viro_5ul	B12	1.0091999769210815	1.0032000541687012
CP00019	N	NA	40	Viro_5ul	C1	1.164199948310852	0.7290999889373779
CP00019	N	NA	40	Viro_5ul	C2	0.9635999798774719	0.9412000179290771
CP00019	N	NA	40	Viro_5ul	C3	1.176900029182434	0.7498999834060669
CP00019	N	NA	40	Viro_5ul	C4	0.9404000043869019	0.8851000070571899
CP00019	N	NA	40	Viro_5ul	C5	1.1557999849319458	0.7299000024795532
CP00019	N	NA	40	Viro_5ul	C6	1.0115000009536743	0.9739999771118164
CP00019	N	NA	40	Viro_5ul	C7	1.2351000308990479	0.8396999835968018
CP00019	N	NA	40	Viro_5ul	C8	1.0542000532150269	1.044100046157837
CP00019	N	NA	40	Viro_5ul	C9	1.1730999946594238	0.9121000170707703
CP00019	N	NA	40	Viro_5ul	C10	1.00600004196167	1.0499999523162842
CP00019	N	NA	40	Viro_5ul	C11	1.1822999715805054	0.7978000044822693
CP00019	N	NA	40	Viro_5ul	C12	1.1541999578475952	0.7580000162124634
CP00019	N	NA	40	Viro_5ul	D1	0.9442999958992004	0.9246000051498413
CP00019	N	NA	40	Viro_5ul	D2	0.9164000153541565	0.8992000222206116
CP00019	N	NA	40	Viro_5ul	D3	1.1374000310897827	1.097499966621399
CP00019	N	NA	40	Viro_5ul	D4	1.0157999992370605	0.9825999736785889
CP00019	N	NA	40	Viro_5ul	D5	1.0473999977111816	0.9725000262260437
CP00019	N	NA	40	Viro_5ul	D6	1.0225000381469727	0.9878000020980835
CP00019	N	NA	40	Viro_5ul	D7	1.222599983215332	0.8008999824523926
CP00019	N	NA	40	Viro_5ul	D8	1.2145999670028687	0.807200014591217
CP00019	N	NA	40	Viro_5ul	D9	1.2080999612808228	0.8021000027656555
CP00019	N	NA	40	Viro_5ul	D10	1.2305999994277954	0.8187999725341797
CP00019	N	NA	40	Viro_5ul	D11	0.9538000226020813	0.9642999768257141
CP00019	N	NA	40	Viro_5ul	D12	1.0068000555038452	1.0649000406265259
CP00019	N	NA	40	Viro_5ul	E1	0.9750999808311462	0.9732999801635742
CP00019	N	NA	40	Viro_5ul	E2	0.9740999937057495	0.9585000276565552
CP00019	N	NA	40	Viro_5ul	E3	1.000100016593933	0.7087000012397766
CP00019	N	NA	40	Viro_5ul	E4	0.9711999893188477	0.9394999742507935
CP00019	N	NA	40	Viro_5ul	E5	1.0449999570846558	1.0217000246047974
CP00019	N	NA	40	Viro_5ul	E6	1.0155999660491943	0.987500011920929
CP00019	N	NA	40	Viro_5ul	E7	1.0328999757766724	1.0144000053405762
CP00019	N	NA	40	Viro_5ul	E8	0.9898999929428101	0.9674000144004822
CP00019	N	NA	40	Viro_5ul	E9	1.003600001335144	0.9732000231742859
CP00019	N	NA	40	Viro_5ul	E10	1.0749000310897827	1.082800030708313
CP00019	N	NA	40	Viro_5ul	E11	0.953000009059906	0.9779999852180481
CP00019	N	NA	40	Viro_5ul	E12	0.9603999853134155	1.0011999607086182
CP00019	N	NA	40	Viro_5ul	F1	1.1496000289916992	0.7279000282287598
CP00019	N	NA	40	Viro_5ul	F2	0.91839998960495	0.8981999754905701
CP00019	N	NA	40	Viro_5ul	F3	0.9556999802589417	0.9358000159263611
CP00019	N	NA	40	Viro_5ul	F4	1.1305999755859375	0.7276999950408936
CP00019	N	NA	40	Viro_5ul	F5	1.0266000032424927	1.0088000297546387
CP00019	N	NA	40	Viro_5ul	F6	0.9498000144958496	0.9485999941825867
CP00019	N	NA	40	Viro_5ul	F7	1.0151000022888184	1.020900011062622
CP00019	N	NA	40	Viro_5ul	F8	1.184399962425232	0.7911999821662903
CP00019	N	NA	40	Viro_5ul	F9	1.2369999885559082	0.8295999765396118
CP00019	N	NA	40	Viro_5ul	F10	1.1711000204086304	0.7645000219345093
CP00019	N	NA	40	Viro_5ul	F11	1.177899956703186	0.7986000180244446
CP00019	N	NA	40	Viro_5ul	F12	1.0097999572753906	1.0331000089645386
CP00019	N	NA	40	Viro_5ul	G1	1.222499966621399	0.7710999846458435
CP00019	N	NA	40	Viro_5ul	G2	0.9623000025749207	0.9656999707221985
CP00019	N	NA	40	Viro_5ul	G3	0.942799985408783	0.9456999897956848
CP00019	N	NA	40	Viro_5ul	G4	1.1367000341415405	0.7440000176429749
CP00019	N	NA	40	Viro_5ul	G5	1.1231000423431396	0.7838000059127808
CP00019	N	NA	40	Viro_5ul	G6	1.1413999795913696	0.8030999898910522
CP00019	N	NA	40	Viro_5ul	G7	1.1632000207901	0.8597000241279602
CP00019	N	NA	40	Viro_5ul	G8	0.9775000214576721	0.916100025177002
CP00019	N	NA	40	Viro_5ul	G9	0.972100019454956	0.9434000253677368
CP00019	N	NA	40	Viro_5ul	G10	0.9912999868392944	1.0221999883651733
CP00019	N	NA	40	Viro_5ul	G11	0.973800003528595	0.9559000134468079
CP00019	N	NA	40	Viro_5ul	G12	1.1705000400543213	0.7890999913215637
CP00019	N	NA	40	Viro_5ul	H1	1.0223000049591064	1.059999942779541
CP00019	N	NA	40	Viro_5ul	H2	0.9836000204086304	1.0220999717712402
CP00019	N	NA	40	Viro_5ul	H3	0.9453999996185303	0.9790999889373779
CP00019	N	NA	40	Viro_5ul	H4	0.9639000296592712	1.0188000202178955
CP00019	N	NA	40	Viro_5ul	H5	0.9750999808311462	1.0174000263214111
CP00019	N	NA	40	Viro_5ul	H6	1.1276999711990356	0.8694999814033508
CP00019	N	NA	40	Viro_5ul	H7	1.1424000263214111	0.8787000179290771
CP00019	N	NA	40	Viro_5ul	H8	1.1174999475479126	0.8733999729156494
CP00019	N	NA	40	Viro_5ul	H9	1.200700044631958	0.8223999738693237
CP00019	N	NA	40	Viro_5ul	H10	0.994700014591217	1.0185999870300293
CP00019	N	NA	40	Viro_5ul	H11	1.0085999965667725	1.0140000581741333
CP00019	N	NA	40	Viro_5ul	H12	1.023900032043457	0.9120000004768372
CP00019	N	NA	30	Viro_5ul	A1	0.9498000144958496	0.9455999732017517
CP00019	N	NA	30	Viro_5ul	A2	0.9790999889373779	0.9667999744415283
CP00019	N	NA	30	Viro_5ul	A3	0.9301999807357788	0.9124000072479248
CP00019	N	NA	30	Viro_5ul	A4	0.9118000268936157	0.9086999893188477
CP00019	N	NA	30	Viro_5ul	A5	1.1196999549865723	0.7095000147819519
CP00019	N	NA	30	Viro_5ul	A6	0.9674999713897705	0.9485999941825867
CP00019	N	NA	30	Viro_5ul	A7	0.993399977684021	0.6926000118255615
CP00019	N	NA	30	Viro_5ul	A8	0.9839000105857849	0.9836999773979187
CP00019	N	NA	30	Viro_5ul	A9	0.9412999749183655	0.9535999894142151
CP00019	N	NA	30	Viro_5ul	A10	1.2663999795913696	0.8691999912261963
CP00019	N	NA	30	Viro_5ul	A11	0.9761999845504761	1.0069999694824219
CP00019	N	NA	30	Viro_5ul	A12	1.2007999420166016	0.7950999736785889
CP00019	N	NA	30	Viro_5ul	B1	0.9214000105857849	0.9196000099182129
CP00019	N	NA	30	Viro_5ul	B2	1.1092000007629395	0.7457000017166138
CP00019	N	NA	30	Viro_5ul	B3	0.9783999919891357	0.9176999926567078
CP00019	N	NA	30	Viro_5ul	B4	0.9692999720573425	0.9176999926567078
CP00019	N	NA	30	Viro_5ul	B5	1.0135999917984009	0.9567000269889832
CP00019	N	NA	30	Viro_5ul	B6	1.1365000009536743	0.7229999899864197
CP00019	N	NA	30	Viro_5ul	B7	0.9433000087738037	0.9139999747276306
CP00019	N	NA	30	Viro_5ul	B8	1.1822999715805054	0.8026000261306763
CP00019	N	NA	30	Viro_5ul	B9	1.1572999954223633	0.7712000012397766
CP00019	N	NA	30	Viro_5ul	B10	1.2152999639511108	0.8113999962806702
CP00019	N	NA	30	Viro_5ul	B11	1.1648999452590942	0.7796000242233276
CP00019	N	NA	30	Viro_5ul	B12	1.0003999471664429	1.0022000074386597
CP00019	N	NA	30	Viro_5ul	C1	1.0772000551223755	0.717199981212616
CP00019	N	NA	30	Viro_5ul	C2	0.9539999961853027	0.9265999794006348
CP00019	N	NA	30	Viro_5ul	C3	1.1018999814987183	0.7343000173568726
CP00019	N	NA	30	Viro_5ul	C4	0.9408000111579895	0.8773999810218811
CP00019	N	NA	30	Viro_5ul	C5	1.0650999546051025	0.7202000021934509
CP00019	N	NA	30	Viro_5ul	C6	1.0025999546051025	0.9629999995231628
CP00019	N	NA	30	Viro_5ul	C7	1.1575000286102295	0.8396000266075134
CP00019	N	NA	30	Viro_5ul	C8	1.0467000007629395	1.0282000303268433
CP00019	N	NA	30	Viro_5ul	C9	1.3055000305175781	0.9581999778747559
CP00019	N	NA	30	Viro_5ul	C10	1.0354000329971313	1.0354000329971313
CP00019	N	NA	30	Viro_5ul	C11	1.1059000492095947	0.7785999774932861
CP00019	N	NA	30	Viro_5ul	C12	1.1166000366210938	0.7411999702453613
CP00019	N	NA	30	Viro_5ul	D1	0.9399999976158142	0.9132000207901001
CP00019	N	NA	30	Viro_5ul	D2	0.9014000296592712	0.8806999921798706
CP00019	N	NA	30	Viro_5ul	D3	1.135599970817566	1.0972000360488892
CP00019	N	NA	30	Viro_5ul	D4	1.0118000507354736	0.9775000214576721
CP00019	N	NA	30	Viro_5ul	D5	1.0393999814987183	0.9970999956130981
CP00019	N	NA	30	Viro_5ul	D6	1.0168999433517456	0.9848999977111816
CP00019	N	NA	30	Viro_5ul	D7	1.18340003490448	0.7839000225067139
CP00019	N	NA	30	Viro_5ul	D8	1.1764999628067017	0.7955999970436096
CP00019	N	NA	30	Viro_5ul	D9	1.1727999448776245	0.7904000282287598
CP00019	N	NA	30	Viro_5ul	D10	1.1885000467300415	0.8026999831199646
CP00019	N	NA	30	Viro_5ul	D11	0.9567999839782715	0.9509000182151794
CP00019	N	NA	30	Viro_5ul	D12	0.9919999837875366	1.0504000186920166
CP00019	N	NA	30	Viro_5ul	E1	0.972599983215332	0.9672999978065491
CP00019	N	NA	30	Viro_5ul	E2	0.9700999855995178	0.9498000144958496
CP00019	N	NA	30	Viro_5ul	E3	0.9487000107765198	0.87779998779296875
CP00019	N	NA	30	Viro_5ul	E4	0.9696000218391418	0.9333000183105469
CP00019	N	NA	30	Viro_5ul	E5	1.0361000299453735	1.017199993133545
CP00019	N	NA	30	Viro_5ul	E6	1.0089999437332153	0.9818000197410583
CP00019	N	NA	30	Viro_5ul	E7	1.0197999477386475	1.0053999423980713
CP00019	N	NA	30	Viro_5ul	E8	0.979200005531311	0.957099974155426
CP00019	N	NA	30	Viro_5ul	E9	0.9950000047683716	0.9679999947547913
CP00019	N	NA	30	Viro_5ul	E10	1.0892000198364258	1.0980000495910645
CP00019	N	NA	30	Viro_5ul	E11	0.942799985408783	0.9575999975204468
CP00019	N	NA	30	Viro_5ul	E12	0.9537000060081482	0.9884999990463257
CP00019	N	NA	30	Viro_5ul	F1	1.0489000082015991	0.7164999842643738
CP00019	N	NA	30	Viro_5ul	F2	0.9168999791145325	0.894599974155426
CP00019	N	NA	30	Viro_5ul	F3	0.9477999806404114	0.9294999837875366
CP00019	N	NA	30	Viro_5ul	F4	1.0191999673843384	0.7364000082015991
CP00019	N	NA	30	Viro_5ul	F5	1.0104999542236328	0.9840999841690063
CP00019	N	NA	30	Viro_5ul	F6	0.9362999796867371	0.9416000247001648
CP00019	N	NA	30	Viro_5ul	F7	1.001099944114685	1.0174000263214111
CP00019	N	NA	30	Viro_5ul	F8	1.1348999738693237	0.7864000201225281
CP00019	N	NA	30	Viro_5ul	F9	1.1955000162124634	0.8163999915122986
CP00019	N	NA	30	Viro_5ul	F10	1.1246999502182007	0.7491999864578247
CP00019	N	NA	30	Viro_5ul	F11	1.1279000043869019	0.7846999764442444
CP00019	N	NA	30	Viro_5ul	F12	0.989799976348877	1.011299967765808
CP00019	N	NA	30	Viro_5ul	G1	1.187000036239624	0.7612000107765198
CP00019	N	NA	30	Viro_5ul	G2	0.9577999711036682	0.9599999785423279
CP00019	N	NA	30	Viro_5ul	G3	0.9359999895095825	0.9283000230789185
CP00019	N	NA	30	Viro_5ul	G4	1.0772000551223755	0.7703999876976013
CP00019	N	NA	30	Viro_5ul	G5	1.0614999532699585	0.8176000118255615
CP00019	N	NA	30	Viro_5ul	G6	1.033400058746338	0.8393999934196472
CP00019	N	NA	30	Viro_5ul	G7	1.1212999820709229	0.8740000128746033
CP00019	N	NA	30	Viro_5ul	G8	0.9312000274658203	0.9531999826431274
CP00019	N	NA	30	Viro_5ul	G9	0.9847000241279602	0.8471999764442444
CP00019	N	NA	30	Viro_5ul	G10	1.0127999782562256	1.0420000553131104
CP00019	N	NA	30	Viro_5ul	G11	0.9542999863624573	0.9743000268936157
CP00019	N	NA	30	Viro_5ul	G12	1.111199975013733	0.7958999872207642
CP00019	N	NA	30	Viro_5ul	H1	1.038599967956543	1.0635000467300415
CP00019	N	NA	30	Viro_5ul	H2	0.9228000044822693	0.9214000105857849
CP00019	N	NA	30	Viro_5ul	H3	0.9352999925613403	0.910099983215332
CP00019	N	NA	30	Viro_5ul	H4	0.9832000136375427	1.0170999765396118
CP00019	N	NA	30	Viro_5ul	H5	0.9812999963760376	1.0052000284194946
CP00019	N	NA	30	Viro_5ul	H6	1.1151000261306763	0.8938999772071838
CP00019	N	NA	30	Viro_5ul	H7	1.1198999881744385	0.9017999768257141
CP00019	N	NA	30	Viro_5ul	H8	1.0954999923706055	0.8833000063896179
CP00019	N	NA	30	Viro_5ul	H9	1.1154999732971191	0.7904000282287598
CP00019	N	NA	30	Viro_5ul	H10	0.9753999710083008	1.006100058555603
CP00019	N	NA	30	Viro_5ul	H11	0.989300012588501	1.006700038909912
CP00019	N	NA	30	Viro_5ul	H12	0.9261000156402588	0.8755999803543091
CP00019	N	NA	20	Viro_5ul	A1	0.961899995803833	0.9767000079154968
CP00019	N	NA	20	Viro_5ul	A2	1.0045000314712524	0.993399977684021
CP00019	N	NA	20	Viro_5ul	A3	0.9376000165939331	0.9336000084877014
CP00019	N	NA	20	Viro_5ul	A4	0.9054999947547913	0.930899977684021
CP00019	N	NA	20	Viro_5ul	A5	1.0109000205993652	0.7239000201225281
CP00019	N	NA	20	Viro_5ul	A6	0.9649999737739563	0.9663000106811523
CP00019	N	NA	20	Viro_5ul	A7	0.9384999871253967	0.9513999819755554
CP00019	N	NA	20	Viro_5ul	A8	0.9911999702453613	1.0223000049591064
CP00019	N	NA	20	Viro_5ul	A9	0.9448000192642212	0.9714000225067139
CP00019	N	NA	20	Viro_5ul	A10	1.2165000438690186	0.9089000225067139
CP00019	N	NA	20	Viro_5ul	A11	0.9958999752998352	1.0293999910354614
CP00019	N	NA	20	Viro_5ul	A12	1.0733000040054321	0.8195000290870667
CP00019	N	NA	20	Viro_5ul	B1	0.9491000175476074	0.9307000041007996
CP00019	N	NA	20	Viro_5ul	B2	1.016800045967102	0.8978999853134155
CP00019	N	NA	20	Viro_5ul	B3	0.9635999798774719	0.9376000165939331
CP00019	N	NA	20	Viro_5ul	B4	0.9800999760627747	0.949400007724762
CP00019	N	NA	20	Viro_5ul	B5	1.0206999778747559	0.9932000041007996
CP00019	N	NA	20	Viro_5ul	B6	1.048200011253357	0.7179999947547913
CP00019	N	NA	20	Viro_5ul	B7	0.953000009059906	0.9459999799728394
CP00019	N	NA	20	Viro_5ul	B8	1.0964000225067139	0.835099995136261
CP00019	N	NA	20	Viro_5ul	B9	1.0540000200271606	0.7964000105857849
CP00019	N	NA	20	Viro_5ul	B10	1.1704000234603882	0.8736000061035156
CP00019	N	NA	20	Viro_5ul	B11	1.0455000400543213	0.8137000203132629
CP00019	N	NA	20	Viro_5ul	B12	1.0026999711990356	1.0368000268936157
CP00019	N	NA	20	Viro_5ul	C1	0.9778000116348267	0.9239000082015991
CP00019	N	NA	20	Viro_5ul	C2	0.949400007724762	0.953499972820282
CP00019	N	NA	20	Viro_5ul	C3	1.0032000541687012	0.8981999754905701
CP00019	N	NA	20	Viro_5ul	C4	0.9415000081062317	0.9018999934196472
CP00019	N	NA	20	Viro_5ul	C5	0.989799976348877	0.9125999808311462
CP00019	N	NA	20	Viro_5ul	C6	1.0152000188827515	0.9998000264167786
CP00019	N	NA	20	Viro_5ul	C7	1.1158000230789185	1.0400999784469604
CP00019	N	NA	20	Viro_5ul	C8	1.0529999732971191	1.0671000480651855
CP00019	N	NA	20	Viro_5ul	C9	1.2316999435424805	1.062600016593933
CP00019	N	NA	20	Viro_5ul	C10	1.11080002784729	1.1375000476837158
CP00019	N	NA	20	Viro_5ul	C11	1.038599967956543	0.9577000141143799
CP00019	N	NA	20	Viro_5ul	C12	1.0003000497817993	0.7914000153541565
CP00019	N	NA	20	Viro_5ul	D1	0.9544000029563904	0.9387999773025513
CP00019	N	NA	20	Viro_5ul	D2	0.8937000036239624	0.9021000266075134
CP00019	N	NA	20	Viro_5ul	D3	1.1433000564575195	1.1272000074386597
CP00019	N	NA	20	Viro_5ul	D4	1.0374000072479248	1.0134999752044678
CP00019	N	NA	20	Viro_5ul	D5	1.0705000162124634	1.0326000452041626
CP00019	N	NA	20	Viro_5ul	D6	1.0276000499725342	1.0059000253677368
CP00019	N	NA	20	Viro_5ul	D7	1.0859999656677246	0.7991999983787537
CP00019	N	NA	20	Viro_5ul	D8	1.117300033569336	0.8202000260353088
CP00019	N	NA	20	Viro_5ul	D9	1.1053999662399292	0.8133000135421753
CP00019	N	NA	20	Viro_5ul	D10	1.0956000089645386	0.8424000144004822
CP00019	N	NA	20	Viro_5ul	D11	0.9706000089645386	0.9699000120162964
CP00019	N	NA	20	Viro_5ul	D12	1.0241999626159668	1.073099970817566
CP00019	N	NA	20	Viro_5ul	E1	0.9843000173568726	0.9994000196456909
CP00019	N	NA	20	Viro_5ul	E2	0.9692999720573425	0.9742000102996826
CP00019	N	NA	20	Viro_5ul	E3	0.9620000123977661	0.9413999915122986
CP00019	N	NA	20	Viro_5ul	E4	0.995199978351593	0.9584000110626221
CP00019	N	NA	20	Viro_5ul	E5	1.06850004196167	1.05840003490448
CP00019	N	NA	20	Viro_5ul	E6	1.0353000164031982	1.0132999420166016
CP00019	N	NA	20	Viro_5ul	E7	1.0252000093460083	1.0435999631881714
CP00019	N	NA	20	Viro_5ul	E8	0.9940999746322632	0.9914000034332275
CP00019	N	NA	20	Viro_5ul	E9	1.017899990081787	1.0053999423980713
CP00019	N	NA	20	Viro_5ul	E10	1.1311999559402466	1.1618000268936157
CP00019	N	NA	20	Viro_5ul	E11	0.9498000144958496	0.984000027179718
CP00019	N	NA	20	Viro_5ul	E12	0.9767000079154968	1.0223000049591064
CP00019	N	NA	20	Viro_5ul	F1	1.0098999738693237	0.920799970626831
CP00019	N	NA	20	Viro_5ul	F2	0.9416000247001648	0.9179999828338623
CP00019	N	NA	20	Viro_5ul	F3	0.9702000021934509	0.961899995803833
CP00019	N	NA	20	Viro_5ul	F4	0.9799000024795532	0.9677000045776367
CP00019	N	NA	20	Viro_5ul	F5	1.0195000171661377	1.0281000137329102
CP00019	N	NA	20	Viro_5ul	F6	0.942300021648407	0.9544000029563904
CP00019	N	NA	20	Viro_5ul	F7	1.0147000551223755	1.0367000102996826
CP00019	N	NA	20	Viro_5ul	F8	1.0418000221252441	0.8618999719619751
CP00019	N	NA	20	Viro_5ul	F9	1.121000051498413	0.8694000244140625
CP00019	N	NA	20	Viro_5ul	F10	1.0297000408172607	0.7985000014305115
CP00019	N	NA	20	Viro_5ul	F11	1.0151000022888184	0.8705999851226807
CP00019	N	NA	20	Viro_5ul	F12	0.9769999980926514	1.039199948310852
CP00019	N	NA	20	Viro_5ul	G1	1.2811000347137451	0.9607999920845032
CP00019	N	NA	20	Viro_5ul	G2	0.9743000268936157	0.9940999746322632
CP00019	N	NA	20	Viro_5ul	G3	0.9538000226020813	0.9577999711036682
CP00019	N	NA	20	Viro_5ul	G4	1.0016000270843506	0.8650000095367432
CP00019	N	NA	20	Viro_5ul	G5	1.0024000406265259	0.8813999891281128
CP00019	N	NA	20	Viro_5ul	G6	0.9894999861717224	0.8884000182151794
CP00019	N	NA	20	Viro_5ul	G7	1.0604000091552734	0.8622000217437744
CP00019	N	NA	20	Viro_5ul	G8	0.9872000217437744	0.975600004196167
CP00019	N	NA	20	Viro_5ul	G9	0.9531000256538391	0.95660001039505
CP00019	N	NA	20	Viro_5ul	G10	1.0470000505447388	1.0879000425338745
CP00019	N	NA	20	Viro_5ul	G11	0.9976999759674072	1.0032000541687012
CP00019	N	NA	20	Viro_5ul	G12	0.979200005531311	0.8715000152587891
CP00019	N	NA	20	Viro_5ul	H1	1.0635000467300415	1.1268999576568604
CP00019	N	NA	20	Viro_5ul	H2	0.972000002861023	1.0161999464035034
CP00019	N	NA	20	Viro_5ul	H3	0.9581999778747559	0.8942000269889832
CP00019	N	NA	20	Viro_5ul	H4	0.9959999918937683	1.0317000150680542
CP00019	N	NA	20	Viro_5ul	H5	0.9957000017166138	1.0331000089645386
CP00019	N	NA	20	Viro_5ul	H6	1.0454000234603882	0.8842999935150146
CP00019	N	NA	20	Viro_5ul	H7	1.0516999959945679	0.894599974155426
CP00019	N	NA	20	Viro_5ul	H8	1.0161000490188599	0.8765000104904175
CP00019	N	NA	20	Viro_5ul	H9	1.0355000495910645	0.7944999933242798
CP00019	N	NA	20	Viro_5ul	H10	0.9674999713897705	1.0188000202178955
CP00019	N	NA	20	Viro_5ul	H11	1.0023000240325928	1.0325000286102295
CP00019	N	NA	20	Viro_5ul	H12	0.9577999711036682	0.8607000112533569
CP00019	N	NA	20	1ul	A1	1.2104	1.5446
CP00019	N	NA	20	1ul	A2	1.1843	1.5177
CP00019	N	NA	20	1ul	A3	1.2244	1.6126
CP00019	N	NA	20	1ul	A4	1.1978	1.5477
CP00019	N	NA	20	1ul	A5	1.2433	1.5263
CP00019	N	NA	20	1ul	A6	1.2615	1.5917
CP00019	N	NA	20	1ul	A7	1.1754	1.5076
CP00019	N	NA	20	1ul	A8	1.2482	1.6195
CP00019	N	NA	20	1ul	A9	1.1672	1.5014
CP00019	N	NA	20	1ul	A10	1.329	1.0319
CP00019	N	NA	20	1ul	A11	1.1401	1.4877
CP00019	N	NA	20	1ul	A12	1.2953	1.2419
CP00019	N	NA	20	1ul	B1	1.2017	1.5095
CP00019	N	NA	20	1ul	B2	1.261	1.5499
CP00019	N	NA	20	1ul	B3	1.2036	1.5079
CP00019	N	NA	20	1ul	B4	1.2185	1.5434
CP00019	N	NA	20	1ul	B5	1.2519	1.5779
CP00019	N	NA	20	1ul	B6	1.3904	1.1623000000000001
CP00019	N	NA	20	1ul	B7	1.1936	1.5116
CP00019	N	NA	20	1ul	B8	1.2913	1.2516
CP00019	N	NA	20	1ul	B9	1.2861	1.2252
CP00019	N	NA	20	1ul	B10	1.3108	1.1677
CP00019	N	NA	20	1ul	B11	1.2401	1.2735
CP00019	N	NA	20	1ul	B12	1.2399	1.5537
CP00019	N	NA	20	1ul	C1	1.2479	1.5131
CP00019	N	NA	20	1ul	C2	1.1659	1.52
CP00019	N	NA	20	1ul	C3	1.2324	1.537
CP00019	N	NA	20	1ul	C4	1.2168	1.498
CP00019	N	NA	20	1ul	C5	1.1743	1.4661
CP00019	N	NA	20	1ul	C6	1.1897	1.4652
CP00019	N	NA	20	1ul	C7	1.1877	1.4875
CP00019	N	NA	20	1ul	C8	1.2414	1.528
CP00019	N	NA	20	1ul	C9	1.1631	1.4649
CP00019	N	NA	20	1ul	C10	1.1682	1.4221
CP00019	N	NA	20	1ul	C11	1.1737	1.3602
CP00019	N	NA	20	1ul	C12	1.2396	1.3196
CP00019	N	NA	20	1ul	D1	1.2322	1.5381
CP00019	N	NA	20	1ul	D2	1.1986	1.4949
CP00019	N	NA	20	1ul	D3	1.1901	1.4692
CP00019	N	NA	20	1ul	D4	1.2976	1.5796
CP00019	N	NA	20	1ul	D5	1.2199	1.4853
CP00019	N	NA	20	1ul	D6	1.2514	1.5287
CP00019	N	NA	20	1ul	D7	1.3384	1.2217
CP00019	N	NA	20	1ul	D8	1.2869	1.1674
CP00019	N	NA	20	1ul	D9	1.3098	1.1464
CP00019	N	NA	20	1ul	D10	1.3301	1.1363
CP00019	N	NA	20	1ul	D11	1.1869	1.4742
CP00019	N	NA	20	1ul	D12	1.2386	1.5281
CP00019	N	NA	20	1ul	E1	1.2629	1.5543
CP00019	N	NA	20	1ul	E2	1.2308	1.5268
CP00019	N	NA	20	1ul	E3	1.2164	1.5164
CP00019	N	NA	20	1ul	E4	1.2651	1.5708
CP00019	N	NA	20	1ul	E5	1.2444	1.526
CP00019	N	NA	20	1ul	E6	1.2291	1.5086
CP00019	N	NA	20	1ul	E7	1.1914	1.4579
CP00019	N	NA	20	1ul	E8	1.2259	1.5103
CP00019	N	NA	20	1ul	E9	1.1627	1.4432
CP00019	N	NA	20	1ul	E10	1.2345	1.5157
CP00019	N	NA	20	1ul	E11	1.1713	1.479
CP00019	N	NA	20	1ul	E12	1.2358	1.5209
CP00019	N	NA	20	1ul	F1	1.2232	1.5379
CP00019	N	NA	20	1ul	F2	1.1984	1.4919
CP00019	N	NA	20	1ul	F3	1.2516	1.5463
CP00019	N	NA	20	1ul	F4	1.1799	1.4551
CP00019	N	NA	20	1ul	F5	1.2214	1.4968
CP00019	N	NA	20	1ul	F6	1.1809	1.4676
CP00019	N	NA	20	1ul	F7	1.2107	1.4851
CP00019	N	NA	20	1ul	F8	1.1512	1.3919
CP00019	N	NA	20	1ul	F9	1.2447	1.3072
CP00019	N	NA	20	1ul	F10	1.201	1.3816
CP00019	N	NA	20	1ul	F11	1.2699	1.4144
CP00019	N	NA	20	1ul	F12	1.1002	1.3589
CP00019	N	NA	20	1ul	G1	1.4167	1.1173
CP00019	N	NA	20	1ul	G2	1.281	1.5677
CP00019	N	NA	20	1ul	G3	1.246	1.541
CP00019	N	NA	20	1ul	G4	1.2468	1.5301
CP00019	N	NA	20	1ul	G5	1.2328	1.5113
